,Datetime,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP
21163,2021-08-17 12:00:00,4468.633479733334,41.12492013333333,61.0482119,24.7705898,61.417793366666665,26.748944133333335,65.30311526666667,25.917206266666664,35.616336833333335,29.71089473333333,16.402605766666667,14.717530266666667,80.8393424,87.91594823333334,5.071301233333333,4.0092943666666665,17.418559866666666,22.932890633333333,1658.5666829333334,2631.5914307333337,85.98662406666666,14.308312866666666,9926.7669272,-14.803085,23.805497533333334
21164,2021-08-17 12:30:00,4432.466764266666,40.843659099999996,60.813023599999994,24.6883498,62.0414219,26.672261933333335,64.57626983333333,25.909676833333332,35.333295033333336,29.506302633333334,16.2629838,14.598760433333332,80.7185115,88.3346698,5.044529933333334,4.015224866666666,17.5053236,22.819472566666665,1657.3666910666666,2607.7151774,86.3718875,14.157322599999999,9868.833496166666,-14.803085,23.80580386666667
21165,2021-08-17 13:00:00,4456.166715466667,41.190755833333334,59.97962036666667,24.7891555,61.09744443333333,26.836054233333336,63.9920135,25.960597633333332,35.58841093333333,29.772819433333332,16.3500134,14.680624499999999,80.87990466666666,88.76475066666667,5.043253533333333,4.013149533333333,17.337904666666667,22.851054933333334,1657.9666951333334,2605.2024251666667,86.28956903333332,14.1278235,9910.233528733334,-14.803085,23.796845166666667
21166,2021-08-17 13:30:00,4509.8333821333335,41.99627073333333,58.73247023333333,25.036280666666666,59.493013966666666,27.161839866666664,63.40559713333334,26.048382266666668,36.200770633333335,30.4419758,16.592590566666665,14.907708433333333,81.29486436666666,89.6353548,5.0607932333333325,4.0188894,17.0322203,22.985156099999998,1656.6333658666665,2605.0797445333333,86.2198929,14.172771500000001,10000.3334636,-14.803085,23.789957066666666
21167,2021-08-17 14:00:00,4571.100113866666,42.79390923333334,57.810786766666666,25.323173466666667,57.99977896666667,27.7469396,63.05107686666667,26.143626666666666,36.824441699999994,31.134876566666666,16.855811233333334,15.149859,81.83235703333334,90.67172296666666,5.0827035333333335,4.0268504,16.7717218,23.093853433333333,1656.7666951333333,2611.8727295666667,86.08234089999999,14.296901666666667,10105.400065133332,-14.803085,23.8142937
21168,2021-08-17 14:30:00,4543.533349599999,42.3981749,57.917276433333335,25.313510566666665,57.3758474,28.010078633333332,62.86070693333333,26.342417466666667,36.50909703333333,30.876927766666665,16.7126685,15.007641900000001,81.93916376666667,90.05960346666667,5.075882133333334,4.0233117,16.969125966666667,23.079207933333336,1654.6000732,2611.114038166667,86.03819709999999,14.336647699999999,10052.400162833334,-14.803085,23.9392228
21169,2021-08-17 15:00:00,4529.366780533333,42.209137133333336,58.70889463333333,25.2181575,58.2511453,27.948408466666667,63.28659063333334,26.393181799999997,36.5397313,30.856218866666666,16.6923002,14.984810000000001,81.99508696666666,89.81344706666667,5.0831938333333335,4.028157266666667,17.2102582,23.111900666666667,1652.4000894666667,2607.596948233333,86.14539880000001,14.376937933333332,10025.966927200001,-14.803085,24.07931273333333
21170,2021-08-17 15:30:00,4490.3001301333325,41.7049016,59.350416200000005,25.1333807,59.56610236666667,27.819570066666664,63.095746733333335,26.390543200000003,36.21463956666666,30.486563566666668,16.527707933333332,14.823965666666668,81.7339904,89.52605666666666,5.074533066666667,4.025772466666667,17.767418066666668,23.2179599,1652.9334268666667,2612.8213623333336,86.13111016666667,14.398363166666666,9958.533561299999,-14.803085,24.00859043333333
21171,2021-08-17 16:00:00,4530.733463466666,42.15485296666667,58.61338056666667,25.2870582,58.166227033333335,28.234310999999998,63.26788283333334,26.657250533333332,36.486561466666664,30.820669566666666,16.6922524,14.9708089,82.08901853333333,89.82206623333333,5.086207,4.024218266666667,17.286540600000002,23.121479066666666,1655.0667439333333,2612.6624024333337,85.80027823333333,14.489189433333333,10029.900227966666,-14.803085,23.973939766666668
21172,2021-08-17 16:30:00,4509.066715466667,42.06341776666667,58.96039223333333,25.0851494,58.01590736666667,28.31521283333333,63.10117153333333,26.3736208,36.43502286666667,30.731628633333333,16.600552699999998,14.905147199999998,81.74947433333334,89.66729223333333,5.0640102,4.018999466666667,17.202692,23.0140307,1654.1333984,2612.8524577,85.9674962,14.295891866666667,9993.933561299998,-14.803085,23.986366266666668
21173,2021-08-17 17:00:00,4396.3000976,39.693566733333334,59.536661200000005,24.612268033333333,59.47635883333333,27.3279419,62.199594733333335,25.890192666666668,30.304882833333334,29.524786333333335,16.1134464,12.298388166666665,80.16304363333333,75.83370386666667,5.015555966666667,4.936972133333333,17.1995001,24.758210166666668,1652.5000732,2597.5460449666666,87.42369439999999,14.6657166,8922.666910833334,-14.803085,23.772460766666665
21174,2021-08-17 17:30:00,4316.633414666667,36.5360673,60.1377255,24.533170066666667,61.70472236666667,26.629410666666665,62.00650276666667,25.981243300000003,18.233588166666667,28.4678957,15.790081966666666,7.662837633333334,78.92994643333333,39.2635282,5.026786400000001,6.591915633333333,17.52739546666667,28.7120036,1648.1334512666665,2678.0248942000003,87.73057856666667,16.429069533333333,7002.200325333333,-14.803085,23.661871766666664
21175,2021-08-17 18:00:00,4256.233479733333,35.32111736666666,61.153662133333334,24.257014966666667,60.90175633333333,26.553349400000002,63.1866621,25.881421733333333,17.65240836666667,27.53444903333333,15.508357133333334,7.462658666666667,78.2688812,36.20264443333333,4.9956244,6.684456466666666,17.605690966666668,27.469149133333335,1653.8667439333333,2690.8825113333337,87.60739133333333,16.481934833333334,6870.533528533333,-14.803085,23.6921076
21176,2021-08-17 18:30:00,4150.1000976000005,33.6083955,63.31357043333333,23.587670866666667,63.901716766666674,25.212312433333334,63.2006244,25.3826249,15.262803266666667,26.27964496666667,15.044293699999999,6.6731281,77.06161493333335,27.899989533333333,4.932671833333333,6.7319693,17.6856519,27.9244758,1661.1666788666666,2688.4333577666666,88.20877563333333,16.3717016,6577.933561066666,-14.803085,23.505830166666666
21177,2021-08-17 19:00:00,4092.366715466667,32.77795303333333,65.40469746666666,23.169926233333335,69.53514566666666,24.188124866666666,63.6049834,25.133692133333334,15.032012833333333,25.4655274,14.793475466666667,6.683621266666666,76.42110616666668,26.402212433333332,4.900970200000001,6.733477233333333,17.716470333333334,26.928430433333332,1664.4333333333334,2693.3800942666667,88.540904,16.2664368,6527.566861866667,-14.803085,23.345571099999997
21178,2021-08-17 19:30:00,3859.1334065333335,31.831959966666666,66.48647046666666,22.789301599999998,71.94452386666667,23.36195896666667,63.92600253333333,24.908977633333333,15.387464733333333,24.509270800000003,14.2523931,6.7568162,74.49577433333334,25.524145833333332,4.9673369,6.801766799999999,18.0205587,25.8513718,1660.8333455333334,2690.8660481333336,88.89151286666667,16.301060166666666,6263.566951333332,-14.803085,23.2773998
21179,2021-08-17 20:00:00,3795.607256142857,31.056026464285715,67.67186878571428,22.492574214285714,75.17299703571429,22.583445821428572,64.30265035714287,24.78225367857143,15.541719821428572,23.70668575,13.884677357142857,6.7978727857142855,73.04777107142857,24.676295285714286,4.960908750000001,6.834945428571429,18.48017110714286,24.918989535714285,1659.1785888571428,2721.8986379999997,88.62208878571428,16.340573499999998,6199.500148142857,-14.803085,23.29347825
21180,2021-08-17 20:30:00,3531.892955178572,30.14284975,68.5098735,22.213589142857142,77.45529214285715,21.978226928571427,64.73615564285714,24.617254142857146,15.541720107142856,22.878328500000002,13.39072,6.823620892857143,71.25786089285715,23.973319607142855,5.080955607142857,6.859905785714285,18.19876,24.179265964285715,1660.2142987857144,2694.971095464286,89.36091532142858,16.41385,5898.143109857143,-14.803085,23.236740642857143
21181,2021-08-17 21:00:00,3023.259363481481,29.439087222222224,69.21992003703703,22.03395188888889,79.018941,21.63952377777778,65.18107862962962,24.54595696296296,16.188410296296297,22.262459925925924,12.429232222222222,6.968405111111111,67.01817325925926,23.658561185185185,5.477772777777778,6.998177629629629,19.332789555555557,23.890806296296297,1663.5926061481482,2737.2132703703705,88.98877596296296,17.012758074074075,5306.222434592592,-14.803085,23.221890888888886
21182,2021-08-17 21:30:00,1848.818285181818,27.380072636363636,70.00416709090909,21.912331545454546,80.55308036363637,21.339095636363638,65.4510830909091,24.578316363636365,19.11442,21.55868527272727,10.355777727272727,7.6461974545454545,52.6793189090909,23.101684545454546,6.4790422727272725,7.675410909090909,19.70032318181818,23.226812818181816,1666.6363858181817,2928.714754909091,80.76055009090909,19.98527581818182,3925.091031090909,-14.803085,23.24876481818182
21183,2021-08-17 22:00:00,1524.2942289411765,26.68299405882353,70.42859594117647,21.773611941176473,80.614599,21.310958705882353,65.80071805882352,24.545465,20.342811235294118,21.730615882352943,10.445784705882353,7.893379705882353,49.95813123529412,22.79982529411765,6.521898529411764,7.922046058823529,19.094749647058823,23.17231588235294,1673.8823744705883,2993.369370352941,74.16116647058823,21.308082941176473,3550.0001794117647,-14.803085,23.295314529411765
21184,2021-08-17 22:30:00,1246.222263111111,25.141838222222223,71.11269222222222,21.525812555555557,82.25315011111111,20.970593555555556,65.98841944444445,24.48187522222222,20.995638444444445,21.651800666666666,10.244876333333332,7.970503666666667,45.80237155555555,22.26191988888889,6.551629222222222,7.998690777777777,19.058386777777777,22.811190111111113,1671.0000542222222,3090.632487111111,68.49887422222223,22.47381811111111,3220.44458,-14.803085000000001,23.303442555555556
21185,2021-08-17 23:00:00,2367.000244,25.633558,71.174133,21.485289,82.830475,20.825594,65.243355,24.434784,19.568556,20.693007,8.512187,7.842808,52.665707,21.792473,7.720872,7.867718,21.309374,22.550438,1681.0,2116.55542,73.770302,20.481331,4565.0,-14.803085,23.331711
21186,2021-08-17 23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21187,2021-08-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21188,2021-08-18 00:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21189,2021-08-18 01:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21190,2021-08-18 01:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21191,2021-08-18 02:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21192,2021-08-18 02:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21193,2021-08-18 03:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21194,2021-08-18 03:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21195,2021-08-18 04:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21196,2021-08-18 04:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21197,2021-08-18 05:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21198,2021-08-18 05:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21199,2021-08-18 06:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21200,2021-08-18 06:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21201,2021-08-18 07:00:00,,,,,,,,,,,,,,,,,,,,,,,,,
21202,2021-08-18 07:30:00,,,,,,,,,,,,,,,,,,,,,,,,,
21203,2021-08-18 08:00:00,2467.4167644999998,30.118494333333334,71.38863508333334,22.856670500000003,84.19350250000001,23.258044583333334,69.54506316666667,24.892172583333334,19.304273833333333,24.005790833333332,12.518536833333334,7.6454925,58.89105866666667,19.702691666666666,5.950301416666666,7.6594264999999995,21.12023016666667,24.31184491666667,1676.500061,3049.9539185,74.46726416666667,20.69092841666667,4650.083455333333,-14.803085000000001,23.398618
21204,2021-08-18 08:30:00,3784.0715353214287,32.324788,71.93776617857142,23.036166357142857,83.77952953571427,21.549895928571427,70.55812485714286,24.821009214285713,16.335455678571428,24.951651785714287,14.138432607142857,7.029984857142857,72.91863971428572,20.541465607142857,5.224073714285715,7.067728892857143,20.84895882142857,26.01270585714286,1670.8571646428572,2796.624939071429,85.34160092857142,17.767678964285714,6171.035836285714,-14.803085,23.398733357142856
21205,2021-08-18 09:00:00,4203.800081333333,33.90992023333333,71.47709656666666,23.426937666666667,81.09697446666668,12.8642268,71.7180156,25.077572033333336,15.553911866666668,26.135695633333334,15.193020633333333,6.8884931,78.06309053333332,26.260150833333334,5.041081766666666,6.934725366666667,18.949689366666668,27.199938233333334,1658.6000244,2705.390519233333,88.37419056666666,17.229584499999998,6628.500162666666,-14.803085,23.421805233333334
21206,2021-08-18 09:30:00,4264.033382133333,34.4709465,68.84761759999999,23.859760633333334,73.7835722,13.6311867,71.57834366666665,25.359338933333333,15.741598033333334,26.867585966666663,15.450658333333333,6.918990133333334,78.3477202,27.280749366666665,5.0677572,6.9731567666666665,18.32464666666667,28.166370299999997,1653.1334228,2707.6900634999997,88.3152739,17.295181433333333,6680.300260266667,-14.803085,23.549490633333335
21207,2021-08-18 10:00:00,4406.9333983999995,37.5059511,66.53462376666667,24.5093774,69.53720803333334,14.781330866666668,70.78848263333333,25.713371400000003,22.422231099999998,28.5147094,16.079443233333333,9.5675671,79.86686576666666,46.327226966666665,5.141046366666667,5.9463175,18.243714,26.948247499999997,1652.0000854,2716.8787353000002,87.19647653333332,16.754882066666667,7784.867024633333,-14.803085,23.744980100000003
21208,2021-08-18 10:30:00,4447.400081333334,39.8119342,65.43713993333333,24.575077733333334,66.22894649999999,25.557217733333335,70.14789146666666,25.81365806666667,32.2652522,28.9929685,16.235857066666668,13.333972600000001,80.7339944,79.55218963333333,5.127424733333333,4.593843133333333,18.223306933333333,23.9954868,1656.0000447333332,2629.9461263333333,87.08215686666666,15.2644738,9353.633512366667,-14.803085,23.766282766666667
21209,2021-08-18 11:00:00,4425.666796799999,39.54468756666667,66.6162458,24.4710601,69.14306153333334,26.264521300000002,69.76803233333334,25.847268233333335,32.211114433333336,28.883623166666666,16.1591189,13.292385300000001,80.87170766666667,79.6367051,5.1255324,4.606443466666667,18.756519433333334,23.991854366666665,1658.7666910666667,2633.1050944666667,87.26533206666666,15.3568535,9324.7002116,-14.803085,23.7647361
21210,2021-08-18 11:30:00,4428.2667317333335,39.551864,67.67908016666667,24.46084623333333,70.69082203333333,26.294121866666668,69.75837343333333,25.795184,32.265878300000004,28.81981013333333,16.154266633333332,13.292752400000001,80.99254016666667,79.84160096666666,5.139658833333333,4.623820366666666,19.012367066666666,23.99242436666667,1657.3000244,2632.704003866667,87.49866076666667,15.471668099999999,9324.533626366667,-14.803085,23.794298466666664
21211,2021-08-18 12:00:00,4401.965635034482,36.25565117241379,71.51773320689655,24.00763710344828,77.40759734482758,25.618918,70.57150451724138,25.553341620689658,23.020047137931034,27.39260755172414,15.678382137931035,9.514539827586207,79.85218179310344,53.868293034482754,5.128868620689655,6.2007143793103445,19.581263862068962,27.58733120689655,1684.6552607586207,2643.307204724138,89.3662778275862,16.81478348275862,7863.276013586206,-14.803085,23.726793068965517
21212,2021-08-18 12:30:00,4944.550097599999,34.9846859,69.80639645,24.22199075,76.0322327,25.69424335,71.1358765,25.77287555,16.28015575,27.308439900000003,15.653308599999999,7.02752885,79.46166835,29.121740699999997,5.12627235,7.0851856,19.35324285,30.036130050000004,1898.950061,2720.0807007,88.92183885,17.790635950000002,7724.6002684,-14.803085,23.716332650000002
21213,2021-08-18 13:00:00,4314.7333984,35.2310333,69.55309346666667,24.336493233333332,75.18327359999999,25.8926348,71.47855376666666,25.890869033333335,16.7197131,27.426723233333334,15.707654333333332,7.170099466666667,79.56216169999999,29.079074133333332,5.138512966666666,7.110522366666667,19.420016200000003,29.0019998,1652.6334390666666,2723.1843587666667,88.91360396666667,17.93666466666667,6747.200422933333,-14.803085,23.770449566666667
21214,2021-08-18 13:30:00,4428.0334797333335,37.719545466666666,68.41649226666667,24.754263299999998,73.5656148,26.3979392,71.65861613333333,26.136245499999998,23.9965746,28.665202733333334,16.191928333333333,9.8657539,80.77309746666667,51.633926800000005,5.194200566666667,6.189478033333333,19.351924566666664,25.700711033333334,1653.1000732,2719.9493489666665,88.0500145,17.3873839,7825.833723833333,-14.803085,23.855253366666666
21215,2021-08-18 14:00:00,4491.366764266667,39.95242936666667,66.01657106666667,24.936450100000002,67.711589,27.034196833333333,71.09683146666666,26.187191,30.5973525,29.526539566666667,16.46553073333333,12.619888800000002,81.55292376666667,73.5962484,5.185196233333333,4.9914717333333325,18.9183853,25.175895099999998,1658.9333658666665,2671.3106445333333,87.38421476666667,16.244509733333334,9101.933593733333,-14.803085,23.842653133333332
21216,2021-08-18 14:30:00,4541.733463466666,41.79469523333333,66.7253593,25.014235166666666,70.2057027,27.34085866666667,70.5393419,26.2123394,36.23027593333333,30.1654764,16.690040633333332,14.893450233333335,82.47738416666667,88.6366952,5.201621566666666,4.0928955,19.147162933333334,23.279041199999998,1658.9333496,2649.029752666667,86.98634583333335,15.486388933333334,10034.200260533335,-14.803085,23.903059466666665
21217,2021-08-18 15:00:00,4638.033382133333,42.95518296666667,66.5618271,25.2887533,70.48398383333333,27.801014633333335,71.09450613333334,26.36649206666667,37.2025306,31.194102333333333,17.087872233333332,15.262117066666667,83.4328146,90.14789040000001,5.248995566666666,4.1227317,18.985574566666667,23.367886833333333,1656.8667032666667,2634.3440837000003,87.1855738,15.684619666666666,10196.333496166666,-14.803085,23.8599595
21218,2021-08-18 15:30:00,4548.300032533333,41.96765213333333,67.20671523333333,25.028430166666666,70.54407906666667,27.683152933333336,70.98961943333333,26.0967395,36.472814699999994,30.36419953333333,16.7254956,14.931768033333332,82.6962802,89.1274307,5.2074289333333335,4.1115991,19.286678333333334,23.2322582,1659.1000122,2640.6455648,87.27331186666667,15.472063499999999,10046.933561299998,-14.803085,23.866785633333333
21219,2021-08-18 16:00:00,4521.733447199999,41.6132039,67.7532333,24.764109033333334,73.23864950000001,26.950749533333333,70.21718423333333,25.945403866666666,36.1889659,30.09552496666667,16.6150381,14.8289485,82.2644399,88.57160283333333,5.182843,4.093098133333333,19.2192109,23.07781943333333,1656.4333658666665,2632.7117675333334,87.46352283333334,15.302629133333333,10002.766894633332,-14.803085,23.7890787
21220,2021-08-18 16:30:00,4588.233414666667,42.30352513333333,66.4932864,25.140989533333332,71.35538303333333,27.744905533333334,70.72477416666668,26.3739556,36.743034,30.7094361,16.887061533333334,15.0810318,82.94079843333334,89.61465093333332,5.210263966666667,4.102997866666667,18.925742433333333,23.198802,1655.5667236,2635.9283935,86.9950297,15.501157433333333,10113.300162833333,-14.803085,23.819349699999997
21221,2021-08-18 17:00:00,4434.200130133333,39.297588033333334,68.50903733333332,24.511183733333333,74.59605773333332,26.670577733333335,70.3559024,25.708702866666666,29.881452366666668,29.120592833333333,16.248517133333333,12.160053633333332,81.18107546666667,73.40893333333334,5.153972666666666,5.179081633333333,19.1427206,25.157233466666664,1651.9334106,2625.321655333333,88.76963396666666,15.9511704,8776.166943299999,-14.803085,23.7553555
